"BARREL","SPECIES","PLANT ID","TOOTHPICK","QUAD","AorD_1","HT_1","FLWR_1","DATE_1","NOTES_1","AorD_2","FLWR_2","DATE_2","NOTES_2","AorD_3","FLWR_3","DATE_3","NOTES_3","AorD_4","FLWR_4","DATE_4","NOTES_4","AorD_5","FLWR_5","DATE_5","NOTES_5","AorD_6","FLWR_6","DATE_6","NOTES_6","AorD_7","FLWR_7","DATE_7","NOTES_7","AorD_8","FLWR_8","Height_8","DATE_8","NOTES_8","AorD_9","FLWR_9","DATE_9","NOTES_9","FLWRTotal","SEEDTotal"
6,"BRTE",1921,"G C",4,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",0,2023-05-03,"NEW","D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
7,"LAGL",43,"BLU D",4,"A","1",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",4,2023-05-17,NA,"A",30,2023-06-07,NA,"A",48,2023-06-14,NA,"A",48,"12",2023-06-28,NA,"D",92,2023-07-14,NA,92,3588
8,"LAGL",44,"G D",2,"A","0.2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"D",0,2023-04-19,"INVADER","D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
8,"LAGL",45,"BLK C",2,"A","1.1000000000000001",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",17,2023-06-07,NA,"A",34,2023-06-14,NA,"A",34,"23",2023-06-28,NA,"D",107,2023-07-14,NA,107,4173
8,"ELEL",46,"BLU D",4,"A","1.6",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"26",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
8,"ELEL",1406,"BLU S",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"D",0,2023-06-08,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
8,"ELEL",1407,"R H",3,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"18",2023-06-28,NA,NA,0,2023-07-14,NA,0,0
9,"BRTE",47,"R C",1,"A","1.4",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",6,2023-06-07,NA,"A",6,2023-06-14,NA,"A",6,"33",2023-06-28,NA,"D",7,2023-07-14,NA,7,616
9,"BRTE",48,"G D",1,"A","2.1",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",9,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"28",2023-06-28,NA,"D",7,2023-07-14,NA,9,792
9,"BRTE",50,"BLU S",1,"A","0.9",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",5,2023-06-07,NA,"A",5,2023-06-14,NA,"A",5,"24",2023-06-28,NA,"D",12,2023-07-14,NA,12,1056
9,"BRTE",49,"BLU S",2,"A","2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"D",0,2023-05-03,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
9,"BRTE",51,"G H",2,"A","2.4",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",6,2023-06-07,NA,"A",8,2023-06-14,NA,"A",8,"21",2023-06-28,NA,"D",8,2023-07-14,NA,8,704
9,"BRTE",62,"BLK S",2,"A","2.2000000000000002",0,2023-03-17,"NEW","D",0,2023-04-06,NA,"D",0,2023-04-19,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
9,"ELEL",52,"R S",3,"A","1.8",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"20",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
9,"BRTE",53,"G D",4,"A","1.6",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"22",2023-06-28,NA,"D",2,2023-07-14,NA,2,176
9,"BRTE",54,"R H",4,"A","1.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",3,2023-06-07,NA,"A",3,2023-06-14,NA,"D",3,"23",2023-06-28,NA,"D",3,2023-07-14,NA,3,264
9,"BRTE",55,"BLK S",4,"A","1.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"D",1,"13",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
9,"BRTE",58,"R D",4,"A","0.9",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"D",1,"8",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
9,"BRTE",59,"BLK D",4,"A","0.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",3,2023-06-07,NA,"A",4,2023-06-14,NA,"D",4,"23",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
9,"BRTE",60,"BLK H",4,"A","0.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"D",1,"17",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
9,"BRTE",61,"BLU S",4,"A","1.3",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",6,2023-06-07,NA,"A",6,2023-06-14,NA,"A",6,"27",2023-06-28,NA,"D",6,2023-07-14,NA,6,528
9,"ELEL",56,"BLU D",4,"A","0.8",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"13",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
9,"ELEL",57,"G S",4,"A","0.2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"6",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
9,"BRTE",1408,"BLK D",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",5,2023-06-14,NA,"A",5,"27",2023-06-28,NA,"D",5,2023-07-14,"RC and BD are same plant",5,440
9,"BRTE",1409,"R H",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"D",0,2023-06-08,NA,"D",2,NA,NA,"D",2,"23",2023-06-28,NA,"D",2,2023-07-14,NA,2,176
9,"ELEL",1410,"G H",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"21",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
9,"ELEL",1411,"G S",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
9,"ELEL",1412,"BLU D",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"19",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
9,"BRTE",1413,"Y S",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"D",1,"5",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
9,"BRTE",1414,"Y C",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"D",1,2023-06-14,NA,"D",1,NA,2023-06-28,NA,"D",1,2023-07-14,NA,1,88
9,"ELEL",1415,"R S",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"18",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
11,"BRTE",64,"BLU D",1,"A","0.2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",2,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"17",2023-06-28,NA,"D",3,2023-07-14,NA,3,264
11,"BRTE",65,"G D",3,"A","2.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",3,2023-05-17,NA,"A",12,2023-06-07,NA,"A",17,2023-06-14,NA,"A",17,"28",2023-06-28,NA,"D",17,2023-07-14,NA,17,1496
11,"BRTE",63,"BLK H",4,"A","1.6",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"D",0,2023-04-19,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
11,"BRTE",1416,"Y H",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",8,2023-06-07,NA,"A",6,2023-06-14,NA,"A",6,"18",2023-06-28,NA,"D",12,2023-07-14,NA,12,1056
11,"BRTE",1417,"R C",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",6,2023-06-14,NA,"A",6,"15",2023-06-28,NA,"D",6,2023-07-14,NA,6,528
11,"BRTE",1418,"R H",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"D",0,2023-05-03,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
11,"BRTE",1419,"BLU H",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"D",0,2023-05-03,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
11,"BRTE",1420,"BLU S",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"D",1,"9",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
11,"BRTE",1832,"G D",4,"NA",NA,0,NA,NA,"NA",0,2023-04-06,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",3,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"24",2023-06-28,NA,"D",6,2023-07-14,NA,6,528
12,"BRTE",66,"R S",1,"A","0.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
12,"BRTE",67,"G C",2,"A","1.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"D",0,2023-05-03,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
12,"BRTE",68,"BLK C",3,"A","3.1",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",2,2023-05-17,NA,"A",7,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"17",2023-06-28,NA,"D",7,2023-07-14,NA,7,616
12,"BRTE",69,"BLU D",4,"A","2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",4,2023-05-17,NA,"A",17,2023-06-07,NA,"A",18,2023-06-14,NA,"A",18,"22",2023-06-28,NA,"D",18,2023-07-14,NA,18,1584
12,"BRTE",1833,"BLU S",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",3,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"18",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
13,"BRTE",70,"G D",1,"A","1",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"16",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
13,"BRTE",71,"R D",1,"A","1.8",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"21",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
13,"BRTE",72,"BLK S",1,"A","1.4",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
13,"BRTE",77,"BLK D",1,"A","1.1000000000000001",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"16",2023-06-28,"lost pick after otis fingers","D",1,2023-07-14,NA,1,88
13,"BRTE",78,"R H",1,"A","1.8",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"D",1,"n/a",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
13,"BRTE",73,"G S",2,"A","3",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"21",2023-06-28,NA,"D",5,2023-07-14,NA,5,440
13,"BRTE",74,"BLK C",2,"A","1.4",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",3,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"19",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
13,"BRTE",76,"BLU D",4,"A","1.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
13,"BRTE",1421,"BLU S",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",5,2023-06-07,NA,"A",5,2023-06-14,NA,"A",5,"15",2023-06-28,NA,"D",6,2023-07-14,NA,6,528
13,"BRTE",1422,"BLU H",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"17",2023-06-28,NA,"D",3,2023-07-14,NA,3,264
13,"BRTE",1834,"R C",1,"NA",NA,0,NA,NA,"NA",0,2023-04-06,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"D",1,"7",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
13,"BRTE",1423,"BLK H",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",3,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"28",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
13,"BRTE",1960,"R S",4,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",0,NA,NA,"A",0,2023-05-17,"NEW","A",0,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"25",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
14,"LAGL",79,"BLK S",3,"A","0.6",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",19,2023-06-07,NA,"A",29,2023-06-14,NA,"A",29,"19",2023-06-28,NA,"D",46,2023-07-14,NA,46,1794
14,"ELEL",1970,"R H",1,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",0,NA,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"4",2023-06-28,NA,"D",0,2023-07-14,NA,0,0
14,"ELEL",1424,"R H",3,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"13",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
14,"ELEL",1835,"G H",3,"NA",NA,0,NA,NA,"NA",0,2023-04-06,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"D",0,2023-06-14,NA,"A",0,"6",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
14,"ELEL",1961,"G D",3,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",0,NA,NA,"A",0,2023-05-17,"NEW","A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"11",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
15,"BRTE",80,"BLU D",1,"A","2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",7,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"30",2023-06-28,NA,"D",7,2023-07-14,NA,7,616
15,"BRTE",81,"G D",1,"A","1.2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",5,2023-06-07,NA,"A",6,2023-06-14,NA,"A",6,"22",2023-06-28,NA,"D",11,2023-07-14,NA,11,968
15,"BRTE",82,"BLK D",3,"A","2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",3,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"21",2023-06-28,NA,"D",5,2023-07-14,NA,5,440
15,"BRTE",83,"G D",3,"A","1.6",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",2,2023-05-17,NA,"A",6,2023-06-07,NA,"A",6,2023-06-14,NA,"A",6,"20",2023-06-28,NA,"D",6,2023-07-14,NA,6,528
15,"BRTE",86,"BLK H",3,"A","2.2999999999999998",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",3,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"14",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
15,"BRTE",87,"BLU S",3,"A","1.6",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"D",1,2023-06-14,NA,"D",1,NA,2023-06-28,NA,"D",1,2023-07-14,NA,1,88
15,"BRTE",89,"R S",3,"A","1.3",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"D",2,"12",2023-06-28,NA,"D",2,2023-07-14,NA,2,176
15,"BRTE",90,"BLK S",3,"A","1.9",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",2,2023-05-17,NA,"A",4,2023-06-07,NA,"A",5,2023-06-14,NA,"A",5,"19",2023-06-28,NA,"D",6,2023-07-14,NA,6,528
15,"BRTE",91,"G S",3,"A","1.2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",3,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"D",4,"12",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
15,"BRTE",92,"BLK C",3,"A","2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
15,"ELEL",84,"R C",3,"A","1.9",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"D",0,"5",2023-06-28,NA,"D",0,2023-07-14,NA,0,0
15,"ELEL",88,"BLU D",3,"A","1",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"9",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
15,"BRTE",93,"BLK D",4,"A","N/A",0,2023-03-17,"NEW","D",0,2023-04-06,NA,"D",0,2023-04-19,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
15,"BRTE",94,"G C",4,"A","1.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",3,2023-06-07,NA,"A",3,2023-06-14,NA,"D",3,"20",2023-06-28,NA,"D",3,2023-07-14,NA,3,264
15,"BRTE",95,"R H",4,"A","0.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"D",1,"12",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
15,"BRTE",96,"BLK S",4,"A","1",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"D",0,2023-05-03,NA,"A",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
15,"BRTE",97,"G D",4,"A","1.4",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",2,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"16",2023-06-28,NA,"D",1,2023-07-14,NA,2,176
15,"BRTE",98,"BLU S",4,"A","1.1000000000000001",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",4,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"22",2023-06-28,NA,"D",5,2023-07-14,NA,5,440
15,"BRTE",1425,"R H",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",7,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"20",2023-06-28,NA,"D",7,2023-07-14,NA,7,616
15,"BRTE",1426,"R D",3,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"18",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
15,"BRTE",1427,"BLU H",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"D",2,"24",2023-06-28,NA,"D",2,2023-07-14,NA,2,176
15,"BRTE",1428,"R S",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,NA,2023-06-28,NA,"D",2,2023-07-14,"same as BS",2,176
